,imdbId,movieId
666,110061,675
667,140614,676
668,108181,678
669,114307,679
670,58898,680
671,82206,681
672,111430,682
673,107727,683
674,81759,684
675,113443,685
676,109491,687
677,114048,688
678,111613,690
679,117104,691
680,117688,692
681,109751,693
682,117774,694
683,114736,695
684,112604,696
685,116289,697
686,109593,698
687,103095,699
688,112368,700
689,104046,701
690,62952,702
691,115742,703
692,117420,704
693,115951,705
694,117784,706
695,117107,707
696,117979,708
697,95776,709
698,115851,710
699,116322,711
700,109374,712
701,110712,713
702,112817,714
703,113362,715
704,73778,716
705,112546,717
706,108500,718
707,117108,719
708,118114,720
709,114103,721
710,113270,722
711,92123,723
712,115963,724
713,116448,725
714,116827,726
715,114894,727
716,112701,728
717,113429,729
718,125877,730
719,116508,731
720,117260,732
721,117500,733
722,116405,734
723,109592,735
724,117998,736
725,115624,737
726,113145,738
727,116559,739
728,113568,741
729,117894,742
730,117723,743
731,112586,744
732,112691,745
733,40366,746
734,117768,747
735,115571,748
736,31612,749
737,57012,750
738,103926,751
739,105737,752
740,113849,753
741,113188,754
742,42644,755
743,109381,756
744,109688,757
745,104606,758
746,110480,759
747,108211,760
748,117331,761
749,117765,762
750,116833,763
751,113280,764
752,116669,765
753,116594,766
754,113211,767
755,114494,768
756,116992,769
757,38426,770
758,94265,771
759,105201,772
760,70820,773
761,84898,774
762,63715,775
763,109191,776
764,114122,777
765,117951,778
766,118523,779
767,116629,780
768,117737,781
769,116277,782
770,116583,783
771,115798,784
772,116778,785
773,116213,786
774,113147,787
775,117218,788
776,100990,789
777,111546,790
778,113610,791
779,93199,792
780,106810,793
781,111180,794
782,111237,795
783,72362,796
784,103207,797
785,116040,798
786,116365,799
787,116905,800
788,116493,801
789,117333,802
790,118113,803
791,117628,804
792,117913,805
793,115530,806
794,114266,807
795,115493,808
796,116320,809
797,116756,810
798,109356,812
799,116823,813
800,112568,814
801,114170,815
802,117999,816
803,118073,818
804,108220,819
805,49521,820
806,112746,821
807,104403,822
808,61495,823
809,110246,824
810,116164,825
811,112865,826
812,112716,827
813,115472,828
814,116707,829
815,116313,830
816,114550,831
817,117438,832
818,116531,833
819,117332,834
820,116353,835
821,115857,836
822,117008,837
823,116191,838
824,115986,839
825,116571,840
826,53459,841
827,117826,842
828,113695,843
829,108227,844
830,111424,845
831,113080,846
832,115680,847
833,117718,848
834,116225,849
835,112767,850
836,115632,851
837,117918,852
838,104109,853
839,51980,854
840,100840,855
841,107575,856
842,42054,857
843,68646,858
844,116536,859
845,109255,860
846,104558,861
847,116985,862
848,114936,864
849,114474,865
850,115736,866
851,115836,867
852,101692,868
853,116745,869
854,119214,870
855,116934,871
856,109066,872
857,75169,873
858,113542,874
859,110693,875
860,106544,876
861,116418,877
862,112607,878
863,120004,879
864,116654,880
865,116311,881
866,117965,882
867,114592,884
868,115725,885
869,115783,886
870,120271,887
871,113596,888
872,109001,889
873,94822,890
874,113253,891
875,117991,892
876,117093,893
877,24252,894
878,105729,895
879,111019,896
880,35896,897
881,32904,898
882,45152,899
883,43278,900
884,50419,901
885,54698,902
886,52357,903
887,47396,904
888,25316,905
889,36855,906
890,25164,907
891,53125,908
892,53604,909
893,53291,910
894,56923,911
895,34583,912
896,33870,913
897,58385,914
898,47437,915
899,46250,916
900,31580,917
901,37059,918
902,32138,919
903,31381,920
904,84370,921
905,43014,922
906,33467,923
907,62622,924
908,39428,925
909,42192,926
910,32143,927
911,32976,928
912,32484,929
913,38787,930
914,38109,931
915,50105,932
916,48728,933
917,42451,934
918,45537,935
919,31725,936
920,50658,937
921,51658,938
922,52126,939
923,29843,940
924,32762,941
925,37008,942
926,39420,943
927,29162,944
928,27125,945
929,35446,946
930,28010,947
931,49261,948
932,48028,949
933,25878,950
934,32599,951
935,48960,952
936,38650,953
937,31679,954
938,29947,955
939,34012,956
940,17350,957
941,36094,958
942,25586,959
943,38300,960
944,27893,961
945,32022,962
946,41509,963
947,39152,964
948,26029,965
949,38235,966
950,36241,967
951,63350,968
952,43265,969
953,46414,970
954,51459,971
955,47162,972
956,33891,973
957,29855,974
958,29588,975
959,22879,976
960,27980,977
961,114007,979
962,93229,980
963,118927,981
964,48491,982
965,113730,983
966,117357,984
967,117669,985
968,116329,986
969,118742,987
970,116442,988
971,114354,989
972,117011,990
973,117039,991
974,117473,992
975,116635,993
976,115678,994
977,116830,996
978,115847,997
979,117603,998
980,115438,999
981,115994,1000
982,83587,1001
983,116167,1002
984,116259,1003
985,116421,1004
986,116000,1005
987,115862,1006
988,72653,1007
989,47977,1008
990,72951,1009
991,64603,1010
992,71607,1011
993,50798,1012
994,55277,1013
995,54195,1014
996,107131,1015
997,53271,1016
998,54357,1017
999,59793,1018
1000,46672,1019
1001,106611,1020
1002,109127,1021
1003,42332,1022
1004,63819,1023
1005,38166,1024
1006,57546,1025
1007,41890,1026
1008,102798,1027
1009,58331,1028
1010,33563,1029
1011,76538,1030
1012,66817,1031
1013,43274,1032
1014,82406,1033
1015,116361,1034
1016,59742,1035
1017,95016,1036
1018,104692,1037
1019,118044,1038
1020,114597,1039
1021,117582,1040
1022,117589,1041
1023,117887,1042
1024,117924,1043
1025,117791,1044
1026,116928,1045
1027,115640,1046
1028,116908,1047
1029,116409,1049
1030,116913,1050
1031,117958,1051
1032,117400,1052
1033,117202,1053
1034,116404,1054
1035,120107,1055
1036,116722,1056
1037,116242,1057
1038,115600,1058
1039,117509,1059
1040,117802,1060
1041,117665,1061
1042,117781,1062
1043,116714,1063
1044,115491,1064
1045,43140,1065
1046,29546,1066
1047,28757,1067
1048,39286,1068
1049,37101,1069
1050,44863,1070
1051,109823,1071
1052,67992,1073
1053,111622,1075
1054,55018,1076
1055,70707,1077
1056,66808,1078
1057,95159,1079
1058,79470,1080
1059,84865,1081
1060,68334,1082
1061,59243,1083
1062,61418,1084
1063,52027,1085
1064,46912,1086
1065,113731,1087
1066,92890,1088
1067,105236,1089
1068,91763,1090
1069,98627,1091
1070,103772,1092
1071,101761,1093
1072,104036,1094
1073,104348,1095
1074,84707,1096
1075,83866,1097
1076,117577,1098
1077,29992,1099
1078,99371,1100
1079,92099,1101
1080,115531,1102
1081,48545,1103
1082,44081,1104
1083,115885,1105
1084,116859,1106
1085,102336,1107
1086,115870,1109
1087,115684,1110
1088,117040,1111
1089,117284,1112
1090,115580,1113
1091,116378,1114
1092,114472,1115
1093,113057,1116
1094,116581,1117
1095,114622,1118
1096,112907,1119
1097,117318,1120
1098,116422,1121
1099,114147,1122
1100,117320,1123
1101,82846,1124
1102,72081,1125
1103,101775,1126
1104,96754,1127
1105,80749,1128
1106,82340,1129
1107,82533,1130
1108,91288,1131
1109,91480,1132
1110,111357,1133
1111,107274,1134
1112,81375,1135
1113,71853,1136
1114,116587,1137
1115,112777,1138
1116,116245,1139
1117,116212,1140
1118,113328,1141
1119,116403,1142
1120,117968,1143
1121,116886,1144
1122,117677,1145
1123,112759,1146
1124,118147,1147
1125,108598,1148
1126,110173,1149
1127,84589,1150
1128,109781,1151
1129,40427,1152
1130,40723,1153
1131,39881,1154
1132,92281,1155
1133,34493,1156
1134,39004,1157
1135,26465,1158
1136,26656,1159
1137,25799,1160
1138,78875,1161
1139,69198,1162
1140,110521,1163
1141,60304,1164
1142,115715,1165
1143,113031,1166
1144,116059,1167
1145,115610,1168
1146,99028,1169
1147,112483,1170
1148,103850,1171
1149,95765,1172
1150,97108,1173
1151,109942,1174
1152,101700,1175
1153,101765,1176
1154,101811,1177
1155,50825,1178
1156,99703,1179
1157,102014,1180
1158,120121,1181
1159,116209,1183
1160,102426,1184
1161,97937,1185
1162,98724,1186
1163,105107,1187
1164,105488,1188
1165,96257,1189
1166,101026,1190
1167,102370,1191
1168,100332,1192
1169,73486,1193
1170,78446,1194
1171,80684,1196
1172,93779,1197
1173,82971,1198
1174,88846,1199
1175,90605,1200
1176,60196,1201
1177,94336,1202
1178,50083,1203
1179,56172,1204
1180,66921,1206
1181,56592,1207
1182,78788,1208
1183,64116,1209
1184,86190,1210
1185,93191,1211
1186,41959,1212
1187,99685,1213
1188,78748,1214
1189,106308,1215
1190,95250,1216
1191,89881,1217
1192,97202,1218
1193,54215,1219
1194,80455,1220
1195,71562,1221
1196,93058,1222
1197,104361,1223
1198,97499,1224
1199,86879,1225
1200,45061,1226
1201,87843,1227
1202,81398,1228
1203,75686,1230
1204,86197,1231
1205,79944,1232
1206,82096,1233
1207,70735,1234
1208,67185,1235
1209,103130,1236
1210,50976,1237
1211,85859,1238
1212,88247,1240
1213,103873,1241
1214,97441,1242
1215,100519,1243
1216,79522,1244
1217,100150,1245
1218,97165,1246
1219,61722,1247
1220,52311,1248
1221,100263,1249
1222,50212,1250
1223,56801,1251
1224,71315,1252
1225,43456,1253
1226,40897,1254
1227,92610,1255
1228,23969,1256
1229,88794,1257
1230,81505,1258
1231,92005,1259
1232,22100,1260
1233,92991,1261
1234,57115,1262
1235,77416,1263
1236,82269,1264
1237,107048,1265
1238,105695,1266
1239,56218,1267
1240,100436,1268
1241,36613,1269
1242,88763,1270
1243,101921,1271
1244,66206,1272
1245,90967,1273
1246,94625,1274
1247,91203,1275
1248,61512,1276
1249,99334,1277
1250,72431,1278
1251,102536,1279
1252,101640,1280
1253,32553,1281
1254,32455,1282
1255,44706,1283
1256,38355,1284
1257,97493,1285
1258,81534,1286
1259,52618,1287
1260,88258,1288
1261,85809,1289
1262,94006,1290
1263,97576,1291
1264,78841,1292
1265,83987,1293
1266,96332,1295
1267,91867,1296
1268,89886,1297
1269,84503,1298
1270,87553,1299
1271,89606,1300
1272,49223,1301
1273,97351,1302
1274,73341,1303
1275,64115,1304
1276,87884,1305
1277,101458,1306
1278,98635,1307
1279,113369,1308
1280,114089,1309
1281,116589,1310
1282,117550,1311
1283,116293,1312
1284,116953,1313
1285,115754,1314
1286,114093,1315
1287,115548,1316
1288,116601,1317
1289,112537,1318
1290,107314,1319
1291,103644,1320
1292,82010,1321
1293,103678,1322
1294,85159,1323
1295,115535,1324
1296,106262,1325
1297,83550,1326
1298,78767,1327
1299,99030,1328
1300,71233,1329
1301,90655,1330
1302,75704,1331
1303,92632,1332
1304,56869,1333
1305,51418,1334
1306,82083,1335
1307,101492,1336
1308,37549,1337
1309,103874,1339
1310,26138,1340
1311,74258,1341
1312,103919,1342
1313,101540,1343
1314,55824,1344
1315,74285,1345
1316,83722,1346
1317,87800,1347
1318,13442,1348
1319,91651,1349
1320,75005,1350
1321,115710,1351
1322,115495,1352
1323,117057,1353
1324,115751,1354
1325,119791,1355
1326,117731,1356
1327,117631,1357
1328,117666,1358
1329,116705,1359
1330,84116,1360
1331,117293,1361
1332,117372,1363
1333,113557,1364
1334,117477,1365
1335,115988,1366
1336,115433,1367
1337,42354,1368
1338,110171,1369
1339,99423,1370
1340,79945,1371
1341,102975,1372
1342,98382,1373
1343,84726,1374
1344,88170,1375
1345,92007,1376
1346,103776,1377
1347,96487,1378
1348,100994,1379
1349,77631,1380
1350,84021,1381
1351,100114,1382
1352,115471,1383
1353,117773,1384
1354,105690,1385
1355,52287,1386
1356,73195,1387
1357,77766,1388
1358,85750,1389
1359,117119,1390
1360,116996,1391
1361,115906,1392
1362,116695,1393
1363,93822,1394
1364,94155,1395
1365,105435,1396
1366,115633,1397
1367,116621,1398
1368,116999,1399
1369,117691,1400
1370,116410,1401
1371,119783,1404
1372,115641,1405
1373,112769,1406
1374,117571,1407
1375,104691,1408
1376,117038,1409
1377,116240,1410
1378,116477,1411
1379,117690,1412
1380,118163,1413
1381,117091,1414
1382,118100,1415
1383,116250,1416
1384,117364,1417
1385,67959,1419
1386,117028,1420
1387,113212,1421
1388,119731,1422
1389,116506,1423
1390,116640,1424
1391,119115,1425
1392,120550,1426
1393,120390,1427
1394,112362,1428
1395,116704,1429
1396,120414,1430
1397,118708,1431
1398,119664,1432
1399,110425,1433
1400,123281,1434
1401,80714,1436
1402,106535,1437
1403,118928,1438
1404,119644,1439
1405,106266,1440
1406,106387,1441
1407,119937,1442
1408,117907,1443
1409,109949,1444
1410,119640,1445
1411,116790,1446
1412,119225,1447
1413,116310,1448
1414,118111,1449
1415,116754,1450
1416,118691,1453
1417,120238,1454
1418,116565,1455
1419,119887,1456
1420,119141,1457
1421,120357,1458
1422,118548,1459
1423,120317,1460
1424,120434,1461
1425,118042,1462
1426,120318,1463
1427,116922,1464
1428,120036,1465
1429,119008,1466
1430,117544,1467
1431,118750,1468
1432,120014,1470
1433,118762,1471
1434,118859,1472
1435,118702,1473
1436,119432,1474
1437,116743,1475
1438,119951,1476
1439,119572,1477
1440,120053,1479
1441,120152,1480
1442,118064,1482
1443,115964,1483
1444,116041,1484
1445,119528,1485
1446,117422,1486
1447,120094,1487
1448,118972,1488
1449,118829,1489
1450,118663,1490
1451,116931,1493
1452,120389,1495
1453,118623,1496
1454,119013,1497
1455,119381,1498
1456,118615,1499
1457,119229,1500
1458,116762,1501
1459,116783,1502
1460,118541,1503
1461,113314,1504
1462,119859,1507
1463,120366,1508
1464,118586,1509
1465,118783,1510
1466,117050,1511
1467,120032,1513
1468,116295,1514
1469,120461,1515
1470,115886,1516
1471,118655,1517
1472,118771,1518
1473,115760,1519
1474,115927,1520
1475,117482,1522
1476,120383,1523
1477,105660,1524
1478,120479,1525
1479,119109,1526
1480,119116,1527
1481,116643,1528
1482,119809,1529
1483,116920,1531
1484,120190,1532
1485,117398,1533
1486,58985,1534
1487,119578,1535
1488,117615,1537
1489,120087,1538
1490,120394,1539
1491,118556,1541
1492,115744,1542
1493,118964,1543
1494,119567,1544
1495,117359,1545
1496,117561,1546
1497,120118,1547
1498,118117,1548
1499,114303,1549
1500,120373,1550
1501,118787,1551
1502,118880,1552
1503,116834,1553
1504,114134,1554
1505,112951,1555
1506,120179,1556
1507,117724,1557
1508,117775,1558
1509,113968,1559
1510,118127,1561
1511,118688,1562
1512,119019,1563
1513,120034,1564
1514,116502,1565
1515,119282,1566
1516,119502,1567
1517,116949,1568
1518,119738,1569
1519,105569,1570
1520,115856,1571
1521,57345,1572
1522,119094,1573
1523,119098,1574
1524,116384,1575
1525,117076,1577
1526,113425,1578
1527,116334,1579
1528,119654,1580
1529,119848,1581
1530,120512,1582
1531,120133,1583
1532,118884,1584
1533,116930,1585
1534,119173,1586
1535,82198,1587
1536,119190,1588
1537,118887,1589
1538,119081,1590
1539,120177,1591
1540,118570,1592
1541,119896,1593
1542,119361,1594
1543,119152,1595
1544,118818,1596
1545,118883,1597
1546,118966,1598
1547,120207,1599
1548,120112,1600
1549,119311,1601
1550,119509,1602
1551,119675,1603
1552,119695,1604
1553,119086,1605
1554,119484,1606
1555,118571,1608
1556,118531,1609
1557,99810,1610
1558,102494,1611
1559,119465,1612
1560,120197,1613
1561,119360,1614
1562,119051,1615
1563,119874,1616
1564,119488,1617
1565,120102,1619
1566,119468,1620
1567,120169,1621
1568,119457,1622
1569,120524,1623
1570,120323,1624
1571,119174,1625
1572,119123,1626
1573,120399,1627
1574,119557,1628
1575,119632,1629
1576,123953,1630
1577,118647,1631
1578,120151,1632
1579,120402,1633
1580,119349,1635
1581,120192,1636
1582,118842,1639
1583,119326,1640
1584,119164,1641
1585,116631,1642
1586,119280,1643
1587,119345,1644
1588,118971,1645
1589,120029,1646
1590,119906,1647
1591,119324,1648
1592,119107,1649
1593,120481,1650
1594,120303,1651
1595,120539,1652
1596,119177,1653
1597,119095,1654
1598,119891,1655
1599,120257,1656
1600,120529,1657
1601,119535,1658
1602,119338,1659
1603,119080,1660
1604,119210,1661
1605,118900,1662
1606,83131,1663
1607,117221,1664
1608,118689,1665
1609,119327,1666
1610,119592,1667
1611,119832,1668
1612,120275,1669
1613,120490,1670
1614,119527,1671
1615,119978,1672
1616,118749,1673
1617,90329,1674
1618,119365,1675
1619,120201,1676
1620,118901,1677
1621,107282,1678
1622,118836,1679
1623,120148,1680
1624,119707,1681
1625,120382,1682
1626,120520,1683
1627,119723,1684
1628,116592,1685
1629,119994,1686
1630,119395,1687
1631,118617,1688
1632,120483,1689
1633,118583,1690
1634,112318,1692
1635,118607,1693
1636,118632,1694
1637,123385,1695
1638,118698,1696
1639,109266,1697
1640,118764,1698
1641,118804,1699
1642,118954,1701
1643,119137,1702
1644,119142,1703
1645,119217,1704
1646,116465,1705
1647,116490,1706
1648,119303,1707
1649,119352,1708
1650,130073,1709
1651,116976,1710
1652,119668,1711
1653,119715,1713
1654,117167,1714
1655,119819,1715
1656,119845,1716
1657,120082,1717
1658,120222,1718
1659,120255,1719
1660,128755,1720
1661,120338,1721
1662,120347,1722
1663,117994,1723
1664,118230,1724
1665,119052,1725
1666,119925,1726
1667,119314,1727
1668,120521,1728
1669,119396,1729
1670,119485,1730
1671,119718,1731
1672,118715,1732
1673,118566,1733
1674,119590,1734
1675,119223,1735
1676,120881,1738
1677,118539,1739
1678,119655,1740
1679,119988,1742
1680,129758,1743
1681,120670,1744
1682,120820,1746
1683,120885,1747
1684,118929,1748
1685,116845,1749
1686,120478,1750
1687,120696,1752
1688,120693,1753
1689,119099,1754
1690,120122,1755
1691,118643,1756
1692,112913,1757
1693,119815,1759
1694,120185,1760
1695,118956,1762
1696,128690,1764
1697,119521,1765
1698,119734,1767
1699,119711,1768
1700,120008,1769
1701,120594,1770
1702,119784,1771
1703,118747,1772
1704,114690,1773
1705,133090,1774
1706,120707,1776
1707,120888,1777
1708,120184,1779
1709,118662,1780
1710,116379,1781
1711,119548,1782
1712,120782,1783
1713,119822,1784
1714,99939,1785
1715,145302,1787
1716,119656,1788
1717,114322,1789
1718,119594,1791
1719,120873,1792
1720,120491,1793
1721,119574,1794
1722,112619,1795
1723,140282,1796
1724,120661,1797
1725,118744,1798
1726,120241,1799
1727,120744,1801
1728,120769,1804
1729,120890,1805
1730,125454,1806
1731,120642,1807
1732,119250,1809
1733,119942,1810
1734,119780,1811
1735,120510,1812
1736,120793,1814
1737,119049,1815
1738,124179,1816
1739,119560,1817
1740,120219,1819
1741,120108,1820
1742,120772,1821
1743,120645,1822
1744,119305,1824
1745,119905,1825
1746,120598,1826
1747,124295,1827
1748,118851,1829
1749,119139,1830
1750,120738,1831
1751,119272,1832
1752,120749,1833
1753,120176,1834
1754,120632,1835
1755,120728,1836
1756,120773,1837
1757,120765,1839
1758,124718,1840
1759,119196,1841
1760,118229,1842
1761,120213,1843
1762,118819,1844
1763,120906,1845
1764,119792,1846
1765,117443,1847
1766,118755,1848
1767,119947,1849
1768,130019,1850
1769,119508,1851
1770,118727,1852
1771,118577,1853
1772,120723,1854
